x,y,z
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.870000000000000329e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.880000000000000338e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.890000000000000346e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.900000000000000355e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.910000000000000364e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.920000000000000373e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.930000000000000382e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.940000000000000391e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.950000000000000400e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.960000000000000409e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.970000000000000417e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.980000000000000426e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-7.990000000000000435e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.000000000000000444e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.010000000000000453e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.020000000000000462e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.030000000000000471e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.040000000000000480e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.050000000000000488e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.060000000000000497e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.070000000000000506e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.080000000000000515e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.090000000000000524e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.100000000000000533e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.110000000000000542e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.120000000000000551e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.130000000000000560e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.140000000000000568e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.150000000000000577e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.160000000000000586e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.170000000000000595e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.180000000000000604e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.189999999999999503e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.200000000000000622e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.209999999999999520e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.220000000000000639e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.229999999999999538e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.239999999999999547e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.249999999999999556e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.259999999999999565e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.269999999999999574e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.279999999999999583e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.289999999999999591e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-8.299999999999999600e-01
